step,loss,l2_loss,loss_g0,loss_g1,loss_g2,contrastive_loss,auxk_loss
8000,630.3445434570312,623.1920776367188,176.20458984375,29.685123443603516,8.683472633361816,71.52439880371094,0.0
8200,560.3999633789062,554.8310546875,129.59742736816406,27.565536499023438,9.904616355895996,55.68919372558594,0.0
8400,642.4242553710938,636.0167846679688,150.50601196289062,33.59776306152344,8.12067985534668,64.07482147216797,0.0
8600,578.85546875,572.281005859375,165.32318115234375,24.03700065612793,7.874319076538086,65.74483489990234,0.0
8800,631.4476928710938,625.6126708984375,119.61649322509766,45.325958251953125,10.108583450317383,58.350341796875,0.0
9000,538.9048461914062,530.9146118164062,196.58029174804688,35.090328216552734,8.035849571228027,79.90216064453125,0.0
9200,553.544921875,548.4524536132812,108.08448791503906,34.95771408081055,9.732068061828613,50.92475891113281,0.0
9400,561.1378784179688,555.5847778320312,123.16459655761719,34.36959457397461,9.059182167053223,55.5311279296875,0.0
9600,496.68414306640625,492.238525390625,96.980712890625,27.92456817626953,8.462884902954102,44.4560546875,0.0
9800,502.38323974609375,494.1817321777344,213.53134155273438,24.64750862121582,7.866703510284424,82.01518249511719,0.0
10000,502.0963439941406,496.8493957519531,120.11770629882812,28.738679885864258,8.551678657531738,52.469356536865234,0.0
10200,583.3316040039062,577.201416015625,140.21771240234375,32.55537796020508,11.133201599121094,61.302093505859375,0.0
10400,559.5681762695312,554.0528564453125,130.1669158935547,25.756383895874023,9.536203384399414,55.153167724609375,0.0
10600,571.8233032226562,566.853515625,107.07438659667969,31.319974899291992,10.699896812438965,49.69808578491211,0.0
10800,510.3164367675781,504.159912109375,148.7927703857422,27.199790954589844,8.703605651855469,61.565391540527344,0.0
11000,516.9075927734375,509.4055480957031,180.83334350585938,33.9731559753418,10.254575729370117,75.0203628540039,0.0
11200,563.8786010742188,557.29833984375,150.73703002929688,37.72524642944336,8.945390701293945,65.80255889892578,0.0
11400,559.6392822265625,553.1163940429688,150.83676147460938,35.759132385253906,9.09055233001709,65.22881317138672,0.0
11600,532.3323364257812,525.5411376953125,165.85987854003906,28.938457489013672,8.937009811401367,67.91178894042969,0.0
11800,549.46728515625,543.6463012695312,133.85755920410156,30.278553009033203,10.494239807128906,58.210113525390625,0.0
12000,587.5401611328125,581.737060546875,130.54449462890625,32.862281799316406,10.687028884887695,58.03126525878906,0.0
12200,504.88372802734375,499.04718017578125,131.86639404296875,34.28966522216797,8.940150260925293,58.36540985107422,0.0
12400,513.0624389648438,506.9300231933594,139.45372009277344,34.95793151855469,9.561629295349121,61.32442855834961,0.0
12600,504.6441650390625,498.8628845214844,135.95509338378906,28.223575592041016,9.259604454040527,57.8127555847168,0.0
12800,493.21990966796875,486.31060791015625,167.19070434570312,31.213470458984375,8.875104904174805,69.09309387207031,0.0
13000,569.248046875,563.3438110351562,132.047119140625,35.59755325317383,9.481738090515137,59.042137145996094,0.0
13200,535.4359741210938,530.8408203125,92.67230224609375,36.484989166259766,8.69816780090332,45.951820373535156,0.0
13400,490.3294372558594,485.285400390625,109.09982299804688,30.738189697265625,11.482656478881836,50.440223693847656,0.0
13600,545.5621337890625,540.8889770507812,90.86079406738281,39.70698547363281,9.626018524169922,46.73126983642578,0.0
13800,562.8722534179688,557.4751586914062,120.18832397460938,32.92507553100586,8.799521446228027,53.97097396850586,0.0
14000,509.2169494628906,503.9166564941406,115.41564178466797,33.75208282470703,9.8412446975708,53.00299072265625,0.0
14200,508.26666259765625,502.80535888671875,124.72061920166016,30.35579490661621,8.762673377990723,54.613033294677734,0.0
14400,521.5521850585938,516.2890625,119.40861511230469,29.483356475830078,9.002180099487305,52.631385803222656,0.0
14600,519.0474853515625,513.252685546875,133.0194549560547,32.06296157836914,8.761923789978027,57.94811248779297,0.0
14800,496.390380859375,491.2672119140625,111.04336547851562,33.06891632080078,9.58265495300293,51.23164367675781,0.0
15000,508.59893798828125,503.80975341796875,104.40919494628906,30.672225952148438,8.593833923339844,47.891754150390625,0.0
15200,492.5095520019531,485.07684326171875,180.96444702148438,33.21015548706055,8.806922912597656,74.32717895507812,0.0
15400,566.183349609375,559.7147827148438,145.71925354003906,38.364559173583984,9.97244930267334,64.6854248046875,0.0
15600,527.5672607421875,522.7291870117188,102.68376922607422,30.154388427734375,12.304153442382812,48.380775451660156,0.0
15800,510.27117919921875,502.95263671875,176.8700714111328,32.78293228149414,9.903024673461914,73.18534851074219,0.0
16000,545.0380249023438,537.6973266601562,175.34898376464844,34.54535675048828,10.32638168334961,73.40691375732422,0.0
16200,535.178466796875,528.8131103515625,144.78787231445312,36.39141845703125,9.7808198928833,63.65337371826172,0.0
16400,481.81829833984375,474.4854736328125,178.26039123535156,31.191545486450195,10.533041954040527,73.32832336425781,0.0
16600,487.329345703125,481.29486083984375,139.1978759765625,31.522672653198242,10.313614845275879,60.344722747802734,0.0
16800,542.2096557617188,536.80810546875,109.97352600097656,41.71558380126953,10.357407569885254,54.01551055908203,0.0
17000,500.11932373046875,494.10589599609375,138.1915283203125,32.942073822021484,9.268871307373047,60.13416290283203,0.0
17200,510.9256591796875,504.7410888671875,140.80865478515625,33.72355270385742,11.004899978637695,61.845703125,0.0
17400,534.58154296875,529.6796875,100.83967590332031,34.03608322143555,12.17983341217041,49.01853561401367,0.0
17600,500.8871154785156,495.61541748046875,112.88697052001953,35.906166076660156,9.358137130737305,52.71709442138672,0.0
17800,490.168701171875,483.51214599609375,158.45602416992188,31.661191940307617,9.579473495483398,66.56556701660156,0.0
18000,488.5173034667969,483.04876708984375,117.23176574707031,36.40205383300781,10.422303199768066,54.68537521362305,0.0
18200,494.7810363769531,488.76971435546875,140.7325439453125,28.690143585205078,10.917346954345703,60.11334228515625,0.0
18400,526.4577026367188,518.3452758789062,193.659423828125,36.59113693237305,13.121712684631348,81.12409973144531,0.0
18600,469.3855895996094,461.252685546875,190.34521484375,42.56386184692383,11.078100204467773,81.32905578613281,0.0
18800,509.22772216796875,502.9024353027344,148.66888427734375,30.612628936767578,10.47680377960205,63.25277328491211,0.0
19000,531.9462280273438,523.8224487304688,193.54913330078125,39.887569427490234,10.277149200439453,81.23795318603516,0.0
19200,477.38690185546875,470.21844482421875,174.33053588867188,30.222442626953125,10.501032829284668,71.68467712402344,0.0
19400,517.355712890625,511.9236755371094,107.83447265625,44.26936721801758,10.85749340057373,54.3204460144043,0.0
19600,471.7420959472656,465.39306640625,151.4827880859375,28.172182083129883,10.815654754638672,63.490211486816406,0.0
19800,500.1249084472656,494.51507568359375,125.81058502197266,32.45833206176758,10.025713920593262,56.09821319580078,0.0
20000,500.6601867675781,495.3256530761719,117.34652709960938,32.59710693359375,10.092201232910156,53.34527587890625,0.0
20200,546.8648071289062,541.8798217773438,105.1143798828125,34.596595764160156,9.838698387145996,49.849891662597656,0.0
20400,494.0224304199219,489.5750732421875,91.54277038574219,32.357181549072266,9.520946502685547,44.4736328125,0.0
20600,510.7739562988281,503.6904296875,167.7392578125,33.87913131713867,10.887426376342773,70.83527374267578,0.0
20800,455.0882568359375,448.6686706542969,145.53976440429688,36.27888870239258,10.769326210021973,64.19599914550781,0.0
21000,501.05316162109375,496.6046142578125,92.27841186523438,31.645296096801758,9.532463073730469,44.48539352416992,0.0
21200,485.5191650390625,479.64886474609375,139.1865234375,27.6246280670166,9.298113822937012,58.70309066772461,0.0
21400,509.5549011230469,504.5791320800781,108.29335021972656,31.35201644897461,9.628132820129395,49.757835388183594,0.0
21600,532.9575805664062,526.9991455078125,126.63673400878906,40.424293518066406,11.692914962768555,59.584651947021484,0.0
21800,477.0285339355469,473.68878173828125,57.527427673339844,33.68751525878906,8.977317810058594,33.397422790527344,0.0
22000,462.1761474609375,456.2552490234375,132.79824829101562,32.393680572509766,12.435215950012207,59.20904541015625,0.0
22200,472.5068054199219,467.84820556640625,91.7464599609375,34.44395065307617,13.568005561828613,46.586143493652344,0.0
22400,511.2835693359375,504.5966796875,151.663330078125,39.031673431396484,9.912110328674316,66.8690414428711,0.0
22600,510.94732666015625,504.2261962890625,160.00897216796875,31.82638931274414,9.79833984375,67.21123504638672,0.0
22800,496.8212890625,492.2170715332031,83.23567199707031,42.43037796020508,12.460171699523926,46.042076110839844,0.0
23000,511.80462646484375,506.11334228515625,123.64413452148438,35.66636657714844,11.427807807922363,56.91277313232422,0.0
23200,496.6378479003906,490.3400573730469,140.92117309570312,32.12151336669922,15.890738487243652,62.97780990600586,0.0
23400,487.605712890625,481.6962585449219,130.900634765625,36.91453552246094,9.468481063842773,59.09455108642578,0.0
23600,487.6089782714844,482.1373291015625,116.63966369628906,38.17267990112305,9.337162971496582,54.71650314331055,0.0
23800,514.9365844726562,509.02191162109375,136.81170654296875,31.571069717407227,9.057680130004883,59.146820068359375,0.0
24000,548.2625732421875,542.1553344726562,125.63084411621094,46.4844970703125,11.102023124694824,61.07245635986328,0.0
24200,494.6455993652344,489.094970703125,115.54824829101562,39.464107513427734,11.506072044372559,55.50614547729492,0.0
24400,461.9649963378906,454.03497314453125,188.54794311523438,39.44066619873047,9.91171932220459,79.30010986328125,0.0
24600,460.7962951660156,456.1614685058594,96.06210327148438,32.66096878051758,10.321853637695312,46.34830856323242,0.0
24800,463.0773010253906,457.23944091796875,122.51382446289062,39.770668029785156,12.850968360900879,58.37848663330078,0.0
25000,478.04217529296875,472.1438293457031,131.63133239746094,34.83107376098633,10.48819351196289,58.9835319519043,0.0
25200,453.7679748535156,447.89227294921875,127.14749145507812,37.711997985839844,11.411770820617676,58.7570915222168,0.0
25400,470.1795349121094,465.2326354980469,101.18856048583984,37.395755767822266,9.822908401489258,49.469078063964844,0.0
25600,481.602783203125,472.4541015625,226.5150604248047,36.41899108886719,11.526047706604004,91.48670959472656,0.0
25800,522.2528076171875,516.3016357421875,129.61819458007812,38.203453063964844,10.712672233581543,59.511444091796875,0.0
26000,455.10430908203125,449.9112854003906,111.86759948730469,33.485633850097656,10.437494277954102,51.93024826049805,0.0
26200,484.77069091796875,479.5240173339844,104.52745056152344,42.68044662475586,10.192604064941406,52.46683883666992,0.0
26400,502.70751953125,498.3212890625,73.03868103027344,47.24285888671875,11.305021286010742,43.86219024658203,0.0
26600,534.7889404296875,529.00439453125,130.19113159179688,30.718639373779297,12.627108573913574,57.84562683105469,0.0
26800,501.5722351074219,496.54388427734375,102.09756469726562,37.04955291748047,11.703093528747559,50.283409118652344,0.0
27000,460.3692932128906,455.5999450683594,98.37326049804688,31.095102310180664,13.61237907409668,47.69358444213867,0.0
27200,435.0225830078125,429.408203125,124.27728271484375,32.79008483886719,11.364336967468262,56.14390182495117,0.0
27400,434.72320556640625,428.4154052734375,135.76315307617188,41.282649993896484,12.188132286071777,63.077980041503906,0.0
27600,497.768310546875,490.81060791015625,166.9638671875,30.279935836791992,11.487037658691406,69.57695007324219,0.0
27800,512.1105346679688,505.3810729980469,150.10382080078125,38.46580505371094,13.313984870910645,67.29454040527344,0.0
28000,466.81097412109375,461.3368835449219,118.35806274414062,33.34876251220703,12.516227722167969,54.74102020263672,0.0
28200,473.3235168457031,466.57366943359375,152.3402557373047,40.436912536621094,9.717880249023438,67.49835205078125,0.0
28400,498.84930419921875,492.16754150390625,160.02896118164062,29.22747230529785,11.19600772857666,66.81748962402344,0.0
28600,448.08905029296875,444.27197265625,66.84141540527344,36.096866607666016,11.574437141418457,38.17090606689453,0.0
28800,481.213134765625,473.42889404296875,179.32705688476562,40.18203353881836,14.018233299255371,77.84244537353516,0.0
29000,457.2669677734375,450.7274169921875,153.79901123046875,31.714847564697266,10.672694206237793,65.39552307128906,0.0
29200,468.8002624511719,462.1229248046875,155.80654907226562,33.8869743347168,10.62653636932373,66.77336120605469,0.0
29400,482.9451599121094,474.78057861328125,201.26995849609375,30.8369197845459,12.830784797668457,81.64588928222656,0.0
29600,441.0386962890625,433.85552978515625,171.44908142089844,33.15688705444336,10.889440536499023,71.83180236816406,0.0
29800,467.12298583984375,460.89886474609375,138.02609252929688,36.46220016479492,11.281455039978027,61.923248291015625,1.017902135848999
30000,475.8920593261719,468.2900695800781,185.6890869140625,31.60569953918457,10.765249252319336,76.02001190185547,0.0
30200,473.2195129394531,469.24859619140625,79.40802001953125,27.89965057373047,11.819666862487793,39.70911407470703,0.0
30400,489.6649475097656,483.5687255859375,136.89773559570312,35.55251693725586,10.436416625976562,60.96222686767578,0.0
30600,484.27386474609375,479.55078125,83.91707611083984,38.89162063598633,17.924789428710938,46.911163330078125,1.022504448890686
30800,549.5324096679688,544.2467041015625,99.1983413696289,46.77332305908203,12.59896183013916,52.85688018798828,0.0
31000,459.242431640625,454.692626953125,92.63279724121094,33.7631950378418,9.144448280334473,45.180152893066406,1.0174083709716797
31200,514.4164428710938,509.8874206542969,85.91380310058594,37.015201568603516,11.981821060180664,44.97027587890625,1.0235564708709717
31400,456.680419921875,451.44012451171875,112.83302307128906,33.332828521728516,10.08710765838623,52.084320068359375,1.0196254253387451
31600,476.38446044921875,469.7654113769531,155.4796142578125,32.087188720703125,11.005036354064941,66.19061279296875,0.0
31800,473.6697692871094,468.2903747558594,104.22438049316406,41.74772644042969,14.45742416381836,53.47651290893555,1.01569664478302
32000,480.1728210449219,473.1207580566406,155.30238342285156,42.34503173828125,12.959979057312012,70.20246887207031,1.018709659576416
32200,509.3763732910156,503.8747863769531,113.31062316894531,40.59474182128906,11.142450332641602,55.01594161987305,0.0
32400,516.3729248046875,510.37237548828125,134.0778350830078,33.90010452270508,11.084568977355957,59.6875,1.0177656412124634
32600,528.6862182617188,520.2628784179688,208.73760986328125,33.65873336791992,9.347962379455566,83.9147720336914,1.0201884508132935
32800,436.8585510253906,432.1488037109375,85.42335510253906,44.101070404052734,10.813525199890137,46.779319763183594,1.0183433294296265
33000,485.24346923828125,479.56121826171875,120.72438049316406,35.17595672607422,13.61089038848877,56.50373840332031,1.0201807022094727
33200,474.4869079589844,469.61749267578125,103.5978012084961,31.973093032836914,9.5567045211792,48.3758659362793,1.0184879302978516
33400,448.4943542480469,444.1087646484375,91.61236572265625,31.245494842529297,8.710225105285645,43.85602951049805,0.0
33600,556.554931640625,550.6939697265625,115.07661437988281,47.43446350097656,12.360859870910645,58.290645599365234,1.0218243598937988
33800,459.6048889160156,453.45758056640625,135.406982421875,37.707462310791016,10.35087776184082,61.15510559082031,1.0176302194595337
34000,487.8155822753906,481.97503662109375,129.17953491210938,32.76944351196289,12.314778327941895,58.08791732788086,1.0166656970977783
34200,481.7822570800781,476.26922607421875,123.55399322509766,28.9020938873291,11.979700088500977,54.81193161010742,1.0188004970550537
34400,451.9378662109375,444.9039001464844,160.38336181640625,37.69080352783203,11.989356994628906,70.02117156982422,1.0192104578018188
34600,455.1522521972656,449.3169860839844,130.67015075683594,33.004966735839844,10.428672790527344,58.03459930419922,1.0173873901367188
34800,447.9350891113281,441.29254150390625,157.52041625976562,30.974510192871094,9.826745986938477,66.10723114013672,1.0188812017440796
35000,474.4495849609375,469.215087890625,103.47154235839844,39.80350875854492,12.804971694946289,52.02667999267578,1.0185471773147583
35200,509.7008056640625,504.776611328125,100.56341552734375,34.9796028137207,11.227374076843262,48.9234619140625,1.0199511051177979
35400,456.875244140625,451.46771240234375,120.94552612304688,29.619112014770508,10.707762718200684,53.757469177246094,1.0172669887542725
35600,434.83489990234375,428.77349853515625,140.58168029785156,30.8909969329834,9.416767120361328,60.296478271484375,1.0158631801605225
35800,456.9764404296875,450.71441650390625,138.17788696289062,39.509281158447266,9.219223976135254,62.30213165283203,1.0170965194702148
36000,503.5487976074219,497.18206787109375,137.90814208984375,38.66865921020508,13.470458030700684,63.34908676147461,1.018691062927246
36200,478.3221130371094,472.5290832519531,125.76057434082031,33.49294662475586,13.581185340881348,57.611572265625,1.019859790802002
36400,468.9277038574219,462.83740234375,135.61685180664062,35.67677688598633,10.463052749633789,60.58556365966797,1.0161091089248657
36600,469.7132568359375,464.2611083984375,104.73092651367188,41.746036529541016,16.135269165039062,54.204078674316406,1.0156586170196533
36800,470.3017883300781,463.4518737792969,158.019775390625,35.744747161865234,10.778755187988281,68.18109130859375,1.0176372528076172
37000,473.6803894042969,468.9407958984375,92.90499114990234,37.55356216430664,10.77743911743164,47.07866668701172,1.0156053304672241
37200,496.57672119140625,491.83184814453125,99.30305480957031,32.96855545043945,9.117195129394531,47.129600524902344,1.0213929414749146
37400,447.0350036621094,442.1295166015625,107.07777404785156,30.438152313232422,8.693653106689453,48.73652648925781,1.0183137655258179
37600,512.2637939453125,506.8974914550781,117.659423828125,29.68730926513672,12.68702220916748,53.34458923339844,1.0186223983764648
37800,496.4053039550781,490.56951904296875,112.90293884277344,46.35722351074219,14.855856895446777,58.038673400878906,1.0209969282150269
38000,433.53277587890625,426.27313232421875,176.2049560546875,28.870447158813477,11.762511253356934,72.27931213378906,1.0146939754486084
38200,491.9833984375,486.0976257324219,135.00914001464844,29.25412940979004,11.354634284973145,58.539302825927734,1.018229603767395
38400,460.7341613769531,455.8507080078125,97.2572250366211,35.66728210449219,12.622492790222168,48.51566696166992,1.0206843614578247
38600,499.1983642578125,493.65435791015625,107.5218276977539,44.913902282714844,12.925747871398926,55.1204948425293,1.0224946737289429
38800,488.10003662109375,480.61199951171875,165.93820190429688,45.85404586791992,11.893199920654297,74.56182098388672,1.0192347764968872
39000,534.6421508789062,530.0994873046875,84.01371765136719,38.79951095581055,12.509051322937012,45.10742950439453,1.0224361419677734
39200,517.66650390625,511.76824951171875,124.15980529785156,42.34108352661133,9.489002227783203,58.66329574584961,1.0209978818893433
39400,501.4395751953125,494.4073486328125,153.96148681640625,46.458091735839844,9.589576721191406,70.0030517578125,1.0214693546295166
39600,535.9412841796875,528.954345703125,153.19573974609375,40.37919235229492,15.075235366821289,69.55006408691406,1.0221905708312988
39800,417.9145202636719,412.1412353515625,130.78067016601562,30.560871124267578,10.902934074401855,57.414825439453125,1.017850399017334
40000,496.2615966796875,492.0390319824219,76.77462768554688,36.327762603759766,12.615716934204102,41.906036376953125,1.022017002105713
40200,500.3250732421875,494.3585205078125,129.37026977539062,36.936073303222656,11.7347412109375,59.34702682495117,1.019585371017456
40400,477.5181579589844,470.9675598144531,155.8205108642578,29.97541618347168,9.769063949584961,65.1883316040039,1.0163055658340454
40600,473.15155029296875,465.309326171875,180.8345947265625,41.1968879699707,12.281754493713379,78.10441589355469,1.0167499780654907
40800,449.6637878417969,442.9482116699219,158.8223876953125,30.202375411987305,11.48939037322998,66.83805847167969,1.0162137746810913
41000,457.5921630859375,452.00714111328125,120.67388916015625,36.390254974365234,9.532156944274902,55.532100677490234,1.0172042846679688
41200,466.7855224609375,462.0679931640625,77.05354309082031,50.44791793823242,13.068632125854492,46.8567008972168,1.0196055173873901
41400,472.8280029296875,465.7657470703125,155.52792358398438,44.18712615966797,11.19808578491211,70.30438232421875,1.0190318822860718
41600,428.16015625,423.08978271484375,102.24639892578125,37.33025360107422,11.580036163330078,50.38556671142578,1.018600344657898
41800,502.09320068359375,495.1333312988281,150.16683959960938,46.08357238769531,11.591766357421875,69.28073120117188,1.0176485776901245
42000,436.5456848144531,431.2766418457031,110.48519897460938,31.523921966552734,15.108354568481445,52.372493743896484,1.0180273056030273
42200,477.56329345703125,472.3174743652344,112.23861694335938,33.56008529663086,10.618736267089844,52.13915252685547,1.0208238363265991
42400,493.2668762207031,486.1382141113281,160.50338745117188,39.20826721191406,13.191980361938477,70.96788024902344,1.019232988357544
42600,429.46484375,424.02972412109375,112.7800064086914,38.858787536621094,10.458438873291016,54.03240966796875,1.0205785036087036
42800,436.3638610839844,431.2890930175781,111.43360137939453,27.72562599182129,12.12978744506836,50.42967224121094,1.0179499387741089
43000,441.05694580078125,430.9333190917969,262.7254638671875,30.168350219726562,9.859857559204102,100.91789245605469,1.0188332796096802
43200,500.14373779296875,493.0775451660156,150.04917907714844,50.51063537597656,10.470283508300781,70.34336853027344,1.0193489789962769
43400,467.8047790527344,461.97332763671875,119.28510284423828,42.84150695800781,11.86141300201416,57.99601364135742,1.0194607973098755
43600,492.7627868652344,487.0309753417969,111.54635620117188,47.018009185791016,12.435089111328125,56.99981689453125,1.0187325477600098
43800,472.5753479003906,467.36187744140625,108.70838928222656,34.2297477722168,12.509943008422852,51.81603240966797,1.0195674896240234
44000,408.87188720703125,403.1160888671875,128.1298370361328,33.4620246887207,10.129343032836914,57.24040222167969,1.0169261693954468
44200,453.60247802734375,447.5775146484375,133.7342529296875,33.724395751953125,12.336877822875977,59.931846618652344,1.0165276527404785
44400,437.77630615234375,429.4887390136719,203.94125366210938,32.87602996826172,10.856929779052734,82.55807495117188,1.0167016983032227
44600,481.0735778808594,474.99664306640625,136.91012573242188,33.61209487915039,10.832585334777832,60.45159912109375,1.0168579816818237
44800,460.4927978515625,453.6864318847656,152.40170288085938,39.104164123535156,11.732008934020996,67.74595642089844,1.0162369012832642
45000,455.31268310546875,448.4707336425781,158.55996704101562,35.48024368286133,10.263036727905273,68.10108184814453,1.0182846784591675
45200,463.9671630859375,459.1041259765625,91.09571838378906,41.570560455322266,12.271431922912598,48.31257247924805,1.0170332193374634
45400,462.8173522949219,456.7974853515625,137.12240600585938,30.79300880432129,11.726247787475586,59.88055419921875,1.0178576707839966
45600,457.9356689453125,451.05426025390625,163.14031982421875,30.817523956298828,11.527746200561523,68.49519348144531,1.0207279920578003
45800,453.1064453125,447.57415771484375,122.48351287841797,27.3289794921875,15.201953887939453,55.004817962646484,1.017738938331604
46000,436.56658935546875,430.75933837890625,128.96566772460938,32.145240783691406,12.147972106933594,57.752960205078125,1.0223199129104614
46200,455.9885559082031,448.995849609375,159.14404296875,37.83332824707031,11.848712921142578,69.60869598388672,1.0182538032531738
46400,432.89739990234375,426.9337463378906,135.8406219482422,32.84004592895508,9.276270866394043,59.3189811706543,1.0165449380874634
46600,465.28106689453125,458.7139892578125,149.1814422607422,37.34428787231445,9.53087329864502,65.35220336914062,1.0196456909179688
46800,445.08587646484375,436.9056396484375,203.60317993164062,29.306840896606445,11.54630184173584,81.48544311523438,1.0147724151611328
47000,444.7430419921875,439.96575927734375,89.90631103515625,39.02284240722656,13.436720848083496,47.455291748046875,1.017052412033081
47200,459.4082946777344,454.3140869140625,104.62403869628906,35.397789001464844,11.850834846496582,50.62421798706055,1.0180094242095947
47400,487.4776611328125,479.8088684082031,174.51510620117188,40.8562126159668,13.736265182495117,76.36920166015625,1.0199494361877441
47600,495.41107177734375,489.810791015625,110.83543395996094,44.13467788696289,12.083584785461426,55.684566497802734,1.018567681312561
47800,488.18475341796875,482.34100341796875,126.25482940673828,35.5472297668457,12.55849838256836,58.12018966674805,1.0155935287475586
48000,439.8927001953125,433.42822265625,145.538330078125,35.17461013793945,12.266549110412598,64.32649993896484,1.018976092338562
48200,480.94256591796875,474.26007080078125,145.51315307617188,41.99204635620117,12.016855239868164,66.50735473632812,1.0168052911758423
48400,455.117919921875,450.0226745605469,102.41651153564453,37.654911041259766,11.831239700317383,50.63422393798828,1.0188065767288208
48600,483.525390625,476.91510009765625,150.45730590820312,36.13985061645508,10.757193565368652,65.78478240966797,1.0175975561141968
48800,468.8450622558594,462.9430236816406,129.63429260253906,34.418514251708984,12.053791046142578,58.70220184326172,1.0189194679260254
49000,507.70819091796875,501.43902587890625,123.03242492675781,49.05377197265625,15.03235149383545,62.37284851074219,1.0200515985488892
49200,458.9604187011719,452.86767578125,131.6024169921875,39.9877815246582,10.23801326751709,60.60940170288086,1.0174405574798584
